Turbine identifier (GSRN),Date of original connection to grid,Capacity (kW),Rotor diameter (m),Hub height (m),Manufacture,Model,Local authority no,"Local authority
name",Type of location,Cadastral district,Cadastral no.,"X (east) coordinate
UTM 32 Euref89","Y (north) coordinate
UTM 32 Euref89",Origin of coordinates,Distribution company installation number
570715000000056345,1/1/00,750,52,44,Wind World,W 4800-750 OSC,707,Norddjurs,LAND,"Saldrup by, Lyngby",1d,606108.989999999,6249003.70999999,SDFE2018,259134
570715000000057991,12/17/02,1500,64,60,NEG Micon,NM 64/1500,707,Norddjurs,LAND,"Hollandsbjerg by, Ørsted",15i,578171.569999999,6260171.4,SDFE2018,95190
570715000000058004,12/17/02,1500,64,60,NEG Micon,NM 64/1500,707,Norddjurs,LAND,"Hollandsbjerg by, Ørsted",17f,577882.91,6260166.83,SDFE2018,95190
570715000000058011,12/17/02,1500,64,60,NEG Micon,NM 64/1500,707,Norddjurs,LAND,"Hollandsbjerg by, Ørsted",17f,577604.189999999,6260221.00999999,SDFE2018,95190
570715000000058028,12/17/02,1500,64,60,NEG Micon,NM 64/1500,707,Norddjurs,LAND,"Hollandsbjerg by, Ørsted",17b,577110.52,6260502.57,SDFE2018,95191
570715000000064395,12/17/02,1500,64,60,NEG Micon,NM 64/1500,707,Norddjurs,LAND,"Hollandsbjerg by, Ørsted",3s,577342.3,6260335.67999999,SDFE2018,95191
570715000000064401,12/17/02,1500,64,60,NEG Micon,NM 64/1500,707,Norddjurs,LAND,"Hollandsbjerg by, Ørsted",9k,576914.05,6260711.25,SDFE2018,95191
570715000000064418,12/17/02,1500,64,60,NEG Micon,NM 64/1500,707,Norddjurs,LAND,"Hollandsbjerg by, Ørsted",1d,576775.04,6260961.99,SDFE2018,95192
570715000000064425,12/17/02,1500,64,60,NEG Micon,NM 64/1500,707,Norddjurs,LAND,"Hollandsbjerg by, Ørsted",93,576687.77,6261237.74,SDFE2018,95192
570715000000064432,12/17/02,1500,64,60,NEG Micon,NM 64/1500,707,Norddjurs,LAND,"Hollandsbjerg by, Ørsted",13o,576662.25,6261522.5,SDFE2018,95192
570715000000064449,12/17/02,1500,64,60,NEG Micon,NM 64/1500,707,Norddjurs,LAND,"Hollandsbjerg by, Ørsted",13o,576696.609999999,6261809.84999999,SDFE2018,95193
570715000000064456,12/17/02,1500,64,60,NEG Micon,NM 64/1500,707,Norddjurs,LAND,"Hollandsbjerg by, Ørsted",8a,576791.43,6262076.41,SDFE2018,95193
570715000000089121,3/13/10,22,10.5,19,Kongsted,"NTV 22/7,5",707,Norddjurs,Land,,,609467.979999999,6247068.54,SDFE2018,
570715000000256998,9/21/12,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,634391.9,6264751.05,Stamdata,WAH1 A01
570715000000257001,11/19/12,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,634426.43,6265371.2,Stamdata,WAH1 A02
570715000000257018,11/16/12,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,634452.394,6265991.832,Stamdata,WAH1 A03
570715000000257025,11/13/12,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,634469.79,6266612.76,Stamdata,WAH1 A04
570715000000257032,11/14/12,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,634478.55,6267233.96,Stamdata,WAH1 A05
570715000000257049,10/27/12,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,634478.85,6267855.02,Stamdata,WAH1 A06
570715000000257056,11/4/12,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,634470.56,6268476.11,Stamdata,WAH1 A07
570715000000257063,10/15/12,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,634453.82,6269097.13,Stamdata,WAH1 A08
570715000000257070,10/20/12,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,634428.57,6269717.71,Stamdata,WAH1 A09
570715000000257087,12/2/12,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,634394.6,6270337.92,Stamdata,WAH1 A10
570715000000257094,2/12/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,634343.44,6271072.2,Stamdata,WAH1 A11
570715000000257100,4/28/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,634280.54,6271805.8,Stamdata,WAH1 A12
570715000000257117,5/28/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,634205.22,6272537.93,Stamdata,WAH1 A13
570715000000257124,2/28/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,634127.55,6273194.92,Stamdata,WAH1 A14
570715000000257131,1/17/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,634040.28,6273850.77,Stamdata,WAH1 A15
570715000000257148,3/12/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,633943.27,6274505.09,Stamdata,WAH1 A16
570715000000257155,4/28/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,633836.57,6275157.92,Stamdata,WAH1 A17
570715000000257162,5/19/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,633720.24,6275809.28,Stamdata,WAH1 A18
570715000000257179,6/4/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,633594.361,6276458.761,Stamdata,WAH1 A19
570715000000257186,4/6/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,633458.831,6277106.289,Stamdata,WAH1 A20
570715000000257193,4/5/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,633191,6278267,Stamdata,WAH1 A22
570715000000257209,6/15/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,633045,6278846,Stamdata,WAH1 A23
570715000000257216,4/13/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,632892,6279423,Stamdata,WAH1 A24
570715000000257223,4/26/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,632731,6279997,Stamdata,WAH1 A25
570715000000257230,4/13/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,632562,6280570,Stamdata,WAH1 A26
570715000000257247,6/16/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,632386,6281140,Stamdata,WAH1 A27
570715000000257254,6/10/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,632202,6281709,Stamdata,WAH1 A28
570715000000257261,6/12/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,632011,6282274,Stamdata,WAH1 A29
570715000000257278,6/12/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,631812,6282837,Stamdata,WAH1 A30
570715000000257285,5/2/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,631606,6283397,Stamdata,WAH1 A31
570715000000257292,12/19/12,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,635583.07,6265833.04,Stamdata,WAH1 B01
570715000000257308,12/17/12,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,636167.66,6266364.14,Stamdata,WAH1 C01
570715000000257315,1/4/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,636171.26,6267250.32,Stamdata,WAH1 C02
570715000000257322,1/17/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,636141.89,6268126.31,Stamdata,WAH1 C03
570715000000257339,2/9/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,636089.68,6269001.14,Stamdata,WAH1 C04
570715000000257346,2/1/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,636014.55,6269874.41,Stamdata,WAH1 C05
570715000000257353,4/9/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,635916.89,6270745.32,Stamdata,WAH1 C06
570715000000257360,5/11/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,635796.5,6271613.42,Stamdata,WAH1 C07
570715000000257377,6/18/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,635442.348,6273558.982,Stamdata,WAH1 C09
570715000000257384,6/10/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,635243.1,6274436.107,Stamdata,WAH1 C10
570715000000257391,6/14/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,634775.224,6276172.975,Stamdata,WAH1 C12
570715000000257407,6/8/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,632420.647,6276172.975,Stamdata,WAH1 C31
570715000000257414,12/16/12,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,636774,6266915,Stamdata,WAH1 D01
570715000000257421,11/19/12,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,637369,6267456,Stamdata,WAH1 E01
570715000000257438,2/17/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,637965,6267997,Stamdata,WAH1 F01
570715000000257445,2/28/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,637778.744,6268926.667,Stamdata,WAH1 F02
570715000000257452,3/4/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,637578.771,6269853.479,Stamdata,WAH1 F03
570715000000257469,2/14/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,637365.162,6270777.243,Stamdata,WAH1 F04
570715000000257476,4/4/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,637137.962,6271697.759,Stamdata,WAH1 F05
570715000000257483,6/12/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,636897.276,6272614.842,Stamdata,WAH1 F06
570715000000257490,6/12/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,636649.882,6273483.106,Stamdata,WAH1 F07
570715000000257506,4/21/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,636402.488,6274351.371,Stamdata,WAH1 F08
570715000000257513,4/15/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,636141.008,6275169.863,Stamdata,WAH1 F09
570715000000257520,6/12/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,635875.203,6275986.961,Stamdata,WAH1 F10
570715000000257537,5/12/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,635589,6276850,Stamdata,WAH1 F11
570715000000257544,6/14/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,635330.653,6277616.884,Stamdata,WAH1 F12
570715000000257551,5/23/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,635051.922,6278429.663,Stamdata,WAH1 F13
570715000000257568,5/16/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,634768.898,6279240.958,Stamdata,WAH1 F14
570715000000257575,5/14/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,634309,6280530,Stamdata,WAH1 F23
570715000000257582,6/10/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,634072,6281189,Stamdata,WAH1 F24
570715000000257599,5/30/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,633166,6283679,Stamdata,WAH1 F25
570715000000257605,4/24/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,632816,6284616,Stamdata,WAH1 F26
570715000000257612,6/6/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,632598.303,6285195.145,Stamdata,WAH1 F27
570715000000257629,5/19/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,632383.69,6285755.45,Stamdata,WAH1 F28
570715000000257636,5/5/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,632069,6286316,Stamdata,WAH1 F29
570715000000257643,5/29/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,638560,6268538,Stamdata,WAH1 G01
570715000000257650,2/5/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,639155,6269079,Stamdata,WAH1 H01
570715000000257667,1/12/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,639751,6269619,Stamdata,WAH1 I01
570715000000257674,3/29/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,639421,6270433,Stamdata,WAH1 I02
570715000000257681,4/1/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,639089,6271245,Stamdata,WAH1 I03
570715000000257698,3/29/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,638755,6272056,Stamdata,WAH1 I04
570715000000257704,4/24/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,638418,6272866,Stamdata,WAH1 I05
570715000000257711,6/17/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,637736,6274483,Stamdata,WAH1 I07
570715000000257728,4/5/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,637391,6275290,Stamdata,WAH1 I08
570715000000257735,5/18/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,636695,6276901,Stamdata,WAH1 I10
570715000000257742,6/17/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,632985,6286311,Stamdata,WAH1 I28
570715000000257759,3/6/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,640346,6270160,Stamdata,WAH1 J01
570715000000257766,3/5/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,640942,6270701,Stamdata,WAH1 K01
570715000000257773,3/13/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,641537,6271242,Stamdata,WAH1 L01
570715000000257780,5/24/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,640697.848,6271604.647,Stamdata,WAH1 L02
570715000000257797,3/1/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,640182.771,6272259.596,Stamdata,WAH1 L03
570715000000257803,5/28/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,639695.146,6272935.231,Stamdata,WAH1 L04
570715000000257810,5/27/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,639235.801,6273630.403,Stamdata,WAH1 L05
570715000000257827,4/15/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,638805.52,6274343.929,Stamdata,WAH1 L06
570715000000257834,5/22/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,642114.74,6271767.153,Stamdata,WAH1 M01
570715000000257841,1/9/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,642717.969,6272315.19,Stamdata,WAH1 P01
570715000000257858,5/13/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,642154.496,6272717.386,Stamdata,WAH1 P02
570715000000257865,4/26/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,641593.713,6273136.249,Stamdata,WAH1 P03
570715000000257872,3/29/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,641052.714,6273574.092,Stamdata,WAH1 P04
570715000000257889,3/1/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,640527.024,6274034.446,Stamdata,WAH1 P05
570715000000257896,5/12/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,640021.466,6274513.106,Stamdata,WAH1 P06
570715000000257902,2/7/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,639533.039,6275012.859,Stamdata,WAH1 P07
570715000000257919,6/9/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,639029.402,6275571.779,Stamdata,WAH1 P08
570715000000257926,4/21/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,638562.971,6276134.386,Stamdata,WAH1 P09
570715000000257933,6/8/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,638204.835,6276600.225,Stamdata,WAH1 P10
570715000000257940,5/7/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,637861.037,6277079.066,Stamdata,WAH1 P11
570715000000257957,5/16/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,637533.692,6277568.078,Stamdata,WAH1 P12
570715000000257964,2/17/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,637253.912,6278095.002,Stamdata,WAH1 P13
570715000000257971,5/4/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,636711,6279161,Stamdata,WAH1 P15
570715000000257988,5/22/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,636451,6279695,Stamdata,WAH1 P16
570715000000257995,5/24/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,636196,6280232,Stamdata,WAH1 P17
570715000000258008,5/28/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,635705,6281314,Stamdata,WAH1 P19
570715000000258015,4/22/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,635469,6281859,Stamdata,WAH1 P20
570715000000258022,5/20/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,635239,6282406,Stamdata,WAH1 P21
570715000000258039,5/23/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,635015,6282956,Stamdata,WAH1 P22
570715000000258046,5/14/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,634797,6283509,Stamdata,WAH1 P23
570715000000258053,5/28/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,634585,6284064,Stamdata,WAH1 P24
570715000000258060,5/24/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,634380,6284621,Stamdata,WAH1 P25
570715000000258077,5/11/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,634181,6285181,Stamdata,WAH1 P26
570715000000258084,4/17/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,633988,6285743,Stamdata,WAH1 P27
570715000000258091,4/23/13,3600,120,81.6,SIEMENS,SWT 3.6-120,707,Norddjurs,HAV,Anholt 1,hav,633802,6286307,Stamdata,WAH1 P28
570715000000420979,8/2/12,11,13,18,Ukendt,Ukendt,707,Norddjurs,Land,,,608454.099999999,6257178.13999999,SDFE2018,
570715000001408846,8/26/14,10,7.1,21,Ukendt,Ukendt,707,Norddjurs,Land,,,613313.439999999,6245490.45999999,SDFE2018,
570715000001504043,2/3/16,10,13,18,Gaia-Wind Ltd,Gaia Wind 133-10 kW,707,Norddjurs,Land,,,605786.369999999,6256554.46999999,SDFE2018,
570715000001506498,3/9/16,10,13,18.2,Gaia-Wind Ltd,Gaia Wind 133-10 kW,707,Norddjurs,Land,,,606786.89,6258436.5,SDFE2018,
570715000001506726,2/11/16,10,13,18.2,Gaia-Wind Ltd,Gaia Wind 133-10 kW,707,Norddjurs,Land,,,603823.369999999,6257448.82,SDFE2018,
570715000001507266,2/17/16,10,13,18,Gaia-Wind Ltd,Gaia Wind 133-10 kW,707,Norddjurs,Land,,,618886.069999999,6255936.33999999,SDFE2018,
570715000001510723,3/2/16,10,14,18,Solid Wind Power A/S,SWP10-14TG20,707,Norddjurs,Land,,,611297.719999999,6250361.78,SDFE2018,
570715000001515353,5/23/16,10,14,18,Solid Wind Power A/S,SWP10-14TG20,707,Norddjurs,Land,,,,,Stamdata,
570715000001558046,2/8/17,10,14,18,Solid Wind Power A/S,SWP10-14TG20,707,Norddjurs,Land,,,,,Stamdata,
570715000001558299,3/9/17,10,14,18,Solid Wind Power A/S,SWP10-14TG20,707,Norddjurs,Land,,,,,Stamdata,
570715000001575104,9/19/17,10,7.6,18.6,Ukendt,Ukendt,707,Norddjurs,Land,,,,,Stamdata,
570715000001598455,3/5/18,25,13,24,HSWind Aps,Viking 25,707,Norddjurs,Land,,,,,Stamdata,
571313114900743984,6/18/15,10,7.1,21.4,Ukendt,Ukendt,707,Norddjurs,Land,,,,,Stamdata,
571313114900969469,5/12/16,10,15.9,17,Solid Wind Power A/S,SWP-10-16 TG20,707,Norddjurs,Land,,,579638.719999999,6269393.4,SDFE2018,
571313114900972353,9/8/16,10,14,18,Solid Wind Power A/S,SWP10-14TG20,707,Norddjurs,Land,,,,,Stamdata,
571313115190478358,9/13/18,25,13,18,HSWind Aps,Viking 25,707,Norddjurs,Land,,,,,Stamdata,
570715000000014062,3/26/90,99,33,22.5,Wincon,W 99 XT,710,Favrskov,LAND,"Vejerslev By, Vejerslev",9r,545864.27,6240016.24,SDFE2018,3137111
570715000000014079,3/19/99,750,50,45,NEG Micon,NM 48/750,710,Favrskov,LAND,Futting,4a,549102.65,6237289.15,SDFE2018,3137269
570715000000014086,3/19/99,750,50,45,NEG Micon,NM 48/750,710,Favrskov,LAND,Futting,4a,549131.199999999,6237517.41999999,SDFE2018,3137272
570715000000014109,8/28/00,750,48,46.3,NEG Micon,NM 950/48-45,710,Favrskov,LAND,Bøstrup by,3d,553222.449999999,6243365.01999999,SDFE2018,3144581
570715000000014116,8/28/00,750,48,46.3,NEG Micon,NM 950/48-45,710,Favrskov,LAND,Bøstrup by,3a,553380.53,6243243.05999999,SDFE2018,3144581
570715000000014123,8/28/00,750,48,46.3,NEG Micon,NM 950/48-45,710,Favrskov,LAND,Bøstrup by,3a,553537.54,6243121.42999999,SDFE2018,3144581
570715000000015106,11/19/97,11,12,18,Ukendt,Ukendt,710,Favrskov,Land,,,549573.29,6233433.75999999,SDFE2018,
570715000000015113,4/15/99,750,69,45,NEG Micon,NM 48/750,710,Favrskov,LAND,"Sallby, Sall Hammel Kommune",5a,550930,6236480.54999999,SDFE2018,3086993
570715000000015120,4/15/99,750,48,45,NEG Micon,NM 48/750,710,Favrskov,LAND,"Sallby, Sall, Hammel",7a,550949.819999999,6236649.12,SDFE2018,3086994
570715000000015137,4/16/99,750,48.2,45,NEG Micon,NM 750-200/48,710,Favrskov,LAND,Sall By,7i,550969.81,6236818.04,SDFE2018,3086995
570715000000015533,11/11/98,750,48.2,45,NEG Micon,NM 48/750,710,Favrskov,LAND,"Voldby by, Voldby",17a,556252.28,6231590.78,SDFE2018,3100052
570715000000015540,11/11/98,750,48.2,45,NEG Micon,NM 48/750,710,Favrskov,LAND,"Voldby by, Voldby",17a,556281.699999999,6231393.79,SDFE2018,3100052
570715000000015557,11/11/98,750,48.2,45,NEG Micon,NM 48/750,710,Favrskov,LAND,"Voldby by, Voldby",17a,556310.81,6231195.88999999,SDFE2018,3100053
570715000000015571,12/10/98,660,47,45,Vestas Wind Systems A/S,V 47-660,710,Favrskov,LAND,"Lyngballegård Hgd., Lading",1a,557042,6230387.62,SDFE2018,3100054
570715000000015588,12/10/98,660,47,45,Vestas Wind Systems A/S,V 47-660,710,Favrskov,LAND,"Lyngballegård Hgd., Lading",1h,557196.709999999,6230353.5,SDFE2018,3100055
570715000000015595,12/10/98,660,47,45,Vestas Wind Systems A/S,V 47-660,710,Favrskov,LAND,"Lyngballegård Hgd., Lading",1g,557351.25,6230319.12,SDFE2018,3100056
570715000000015601,12/10/98,660,47,45,Vestas Wind Systems A/S,V 47-660,710,Favrskov,LAND,"Lyngballegård Hgd., Lading",1i,557506.27,6230284.79999999,SDFE2018,3100057
570715000000015625,7/1/00,750,48.2,45,NEG Micon,NM 48/750,710,Favrskov,LAND,Foldby By,4a,560559.91,6235466.15,SDFE2018,3100062
570715000000015632,3/22/00,750,48.2,45,NEG Micon,NM 48/750,710,Favrskov,LAND,Foldby By,4a,560653.329999999,6235283.88999999,SDFE2018,3100061
570715000000015649,6/15/99,750,48.2,45,NEG Micon,NM 48/750,710,Favrskov,LAND,Foldby By,13a,560745.93,6235102.19,SDFE2018,3100060
570715000000015656,6/15/99,750,48.2,45,NEG Micon,NM 48/750,710,Favrskov,LAND,Foldby By,12a,560839.469999999,6234919.74,SDFE2018,3100059
570715000000015663,5/9/00,750,48.2,45,NEG Micon,NM 48/750,710,Favrskov,LAND,Foldby By,11d,560932.339999999,6234737.86,SDFE2018,3100058
570715000000015687,9/13/02,660,47,45,Vestas Wind Systems A/S,V 47-660,710,Favrskov,LAND,"Farre by, Sporup",11al,552264.229999999,6229023.62,SDFE2018,3115735
570715000000015694,3/14/00,660,47,45,Vestas Wind Systems A/S,V 47-660,710,Favrskov,LAND,"Farre by, Sporup",9e,552258.689999999,6229226.09999999,SDFE2018,3100064
